datetime,open,high,low,close,volume,sentiment
2021-09-29 16:00:00,140.27,141.48,140.18,141.34,383096,0
2021-09-29 17:00:00,141.35,142.0,141.3,142.0,590590,0
2021-09-29 18:00:00,142.0,142.3,141.73,142.13,476872,0
2021-09-29 19:00:00,142.13,142.35,141.85,142.14,371224,0
2021-09-29 20:00:00,142.16,142.17,141.88,141.95,372708,0
2021-09-29 21:00:00,141.95,142.68,141.92,142.59,307945,0
2021-09-29 22:00:00,142.59,142.62,141.88,142.04,855146,0
2021-09-29 23:00:00,142.03,142.03,141.97,142.02,684663,0
2021-09-30 16:00:00,142.64,142.74,141.88,141.96,333833,2
2021-09-30 17:00:00,141.95,142.2,141.25,141.4,495047,1
2021-09-30 18:00:00,141.4,141.4,140.63,140.97,472475,5
2021-09-30 19:00:00,140.97,141.03,140.27,140.35,374261,0
2021-09-30 20:00:00,140.36,140.67,140.29,140.44,328020,3
2021-09-30 21:00:00,140.44,141.14,140.41,140.84,347095,3
2021-09-30 22:00:00,140.84,140.96,139.78,139.78,1078728,-1
2021-09-30 23:00:00,139.77,139.84,139.53,139.8,1663625,12
2021-10-01 16:00:00,139.93,140.1,139.01,139.15,537764,8
2021-10-01 17:00:00,139.18,139.47,138.52,138.84,683956,4
2021-10-01 18:00:00,138.82,139.46,138.32,139.31,446224,3
2021-10-01 19:00:00,139.32,139.42,139.06,139.16,320806,-2
2021-10-01 20:00:00,139.17,139.72,139.08,139.55,289867,2
2021-10-01 21:00:00,139.54,139.9,139.49,139.85,313302,1
2021-10-01 22:00:00,139.83,140.23,139.39,139.61,756609,1
2021-10-01 23:00:00,139.61,139.62,139.57,139.58,880379,-2
2021-10-04 16:00:00,139.39,140.4,139.25,139.67,462419,-2
2021-10-04 17:00:00,139.68,139.88,138.38,138.44,603590,6
2021-10-04 18:00:00,138.43,138.59,137.61,138.2,509097,-2
2021-10-04 19:00:00,138.16,138.43,137.97,138.34,345591,3
2021-10-04 20:00:00,138.33,138.63,138.23,138.48,351781,-3
2021-10-04 21:00:00,138.48,138.92,138.44,138.73,406228,-6
2021-10-04 22:00:00,138.73,139.16,138.59,138.8,898547,-2
2021-10-04 23:00:00,138.8,138.8,138.79,138.79,791765,-4
2021-10-05 16:00:00,138.8,139.77,138.72,139.73,601840,-6
2021-10-05 17:00:00,139.77,140.03,139.28,139.7,641054,-5
2021-10-05 18:00:00,139.71,140.38,139.52,140.32,495436,6
2021-10-05 19:00:00,140.34,140.52,139.94,139.98,433624,1
2021-10-05 20:00:00,139.98,140.24,139.91,140.02,346145,0
2021-10-05 21:00:00,140.02,140.19,139.85,139.85,316767,-2
2021-10-05 22:00:00,139.85,139.93,139.28,139.35,926928,0
2021-10-05 23:00:00,139.35,139.35,139.3,139.33,966969,0
2021-10-06 16:00:00,138.99,139.33,138.62,139.07,508642,-7
2021-10-06 17:00:00,139.06,139.83,138.86,139.6,533653,-2
2021-10-06 18:00:00,139.58,139.6,139.19,139.44,363443,4
2021-10-06 19:00:00,139.42,139.43,138.99,139.26,267339,1
2021-10-06 20:00:00,139.26,140.0,139.16,139.95,263583,5
2021-10-06 21:00:00,139.96,140.59,139.79,140.38,314071,4
2021-10-06 22:00:00,140.38,141.26,140.26,141.17,831675,-2
2021-10-06 23:00:00,141.23,141.23,141.19,141.19,918564,3
2021-10-07 16:00:00,141.75,142.83,141.75,142.83,474877,5
2021-10-07 17:00:00,142.85,143.03,142.49,142.64,400402,-2
2021-10-07 18:00:00,142.65,142.73,142.34,142.54,323109,3
2021-10-07 19:00:00,142.55,142.74,142.48,142.67,266210,-4
2021-10-07 20:00:00,142.66,142.91,142.56,142.67,327788,4
2021-10-07 21:00:00,142.66,142.76,142.45,142.47,423828,-1
2021-10-07 22:00:00,142.47,142.69,142.27,142.33,875118,4
2021-10-07 23:00:00,142.32,142.32,142.32,142.32,903991,2
2021-10-08 16:00:00,142.29,142.62,141.7,141.7,441377,0
2021-10-08 17:00:00,141.72,142.16,141.04,141.3,681554,0
2021-10-08 18:00:00,141.3,141.71,141.23,141.51,294193,4
2021-10-08 19:00:00,141.51,141.52,141.24,141.41,380495,-3
2021-10-08 20:00:00,141.41,141.71,141.31,141.7,428580,4
2021-10-08 21:00:00,141.7,142.04,141.67,141.9,288753,1
2021-10-08 22:00:00,141.91,142.08,141.56,141.73,825562,-3
2021-10-08 23:00:00,141.73,141.73,141.7,141.73,941945,-1
2021-10-11 16:00:00,142.37,142.77,141.82,142.09,515032,3
2021-10-11 17:00:00,142.1,142.49,141.83,142.47,453939,0
2021-10-11 18:00:00,142.47,142.52,141.98,142.19,329364,0
2021-10-11 19:00:00,142.19,142.3,141.77,142.25,328494,1
2021-10-11 20:00:00,142.23,142.29,142.06,142.12,428492,-2
2021-10-11 21:00:00,142.11,142.37,142.1,142.18,351040,0
2021-10-11 22:00:00,142.17,142.47,142.1,142.31,766942,3
2021-10-11 23:00:00,142.31,142.32,142.2,142.32,649381,-2
2021-10-12 16:00:00,142.6,142.75,141.92,142.4,545683,0
2021-10-12 17:00:00,142.4,142.5,141.73,142.35,714871,9
2021-10-12 18:00:00,142.38,143.04,142.38,142.87,452185,5
2021-10-12 19:00:00,142.87,142.99,142.4,142.54,375066,-1
2021-10-12 20:00:00,142.53,142.72,142.35,142.56,329102,2
2021-10-12 21:00:00,142.54,142.58,142.12,142.21,483230,-2
2021-10-12 22:00:00,142.21,142.44,141.7,142.12,816506,-2
2021-10-12 23:00:00,142.05,142.11,142.05,142.11,801516,1
2021-10-13 16:00:00,142.4,142.76,141.74,141.79,523335,0
2021-10-13 17:00:00,141.78,141.87,141.16,141.26,555152,1
2021-10-13 18:00:00,141.25,141.97,141.03,141.91,386358,6
2021-10-13 19:00:00,141.91,142.13,141.83,141.94,280614,2
2021-10-13 20:00:00,141.93,142.29,141.87,142.22,246083,6
2021-10-13 21:00:00,142.23,142.53,142.04,142.25,383401,-6
2021-10-13 22:00:00,142.24,142.66,142.12,142.46,834386,-1
2021-10-13 23:00:00,142.44,142.44,142.44,142.44,909866,0
2021-10-14 16:00:00,142.83,143.75,142.81,143.36,495858,-1
2021-10-14 17:00:00,143.38,143.85,143.29,143.82,539106,3
2021-10-14 18:00:00,143.82,144.0,143.6,143.73,411609,2
2021-10-14 19:00:00,143.72,144.26,143.72,144.25,400747,3
2021-10-14 20:00:00,144.26,144.31,144.07,144.16,329470,-1
2021-10-14 21:00:00,144.16,144.25,144.02,144.22,328615,2
2021-10-14 22:00:00,144.22,144.23,143.88,144.04,949633,5
2021-10-14 23:00:00,143.98,144.05,143.98,144.05,1213101,6
2021-10-15 16:00:00,144.52,144.79,144.15,144.69,787740,0
2021-10-15 17:00:00,144.7,144.87,144.29,144.46,605558,6
2021-10-15 18:00:00,144.46,144.51,143.85,143.93,298801,2
2021-10-15 19:00:00,143.92,144.14,143.83,143.83,262088,-4
2021-10-15 20:00:00,143.82,143.96,143.73,143.76,298885,4
2021-10-15 21:00:00,143.76,144.02,143.76,143.92,334013,3
2021-10-15 22:00:00,143.93,144.53,143.68,144.48,1143167,-3
2021-10-15 23:00:00,144.47,144.48,144.42,144.42,1984883,-3
2021-10-18 16:00:00,143.55,143.7,142.25,142.96,669305,-1
2021-10-18 17:00:00,142.96,143.26,142.48,143.24,609616,-2
2021-10-18 18:00:00,143.24,143.64,143.14,143.15,483980,0
2021-10-18 19:00:00,143.15,143.3,142.77,142.83,402508,9
