datetime,open,high,low,close,volume,sentiment
2021-09-29 16:00:00,166.1,167.22,165.89,166.88,4491640,0
2021-09-29 17:00:00,166.88,167.56,166.45,167.14,3262860,0
2021-09-29 18:00:00,167.15,167.21,165.87,166.16,3087240,0
2021-09-29 19:00:00,166.07,166.24,164.95,165.47,1818800,0
2021-09-29 20:00:00,165.42,165.63,164.9,165.42,1163300,0
2021-09-29 21:00:00,165.38,166.54,165.32,166.35,1563760,0
2021-09-29 22:00:00,166.35,166.46,164.89,165.13,3145280,0
2021-09-29 23:00:00,165.05,165.05,165.05,165.05,2627320,0
2021-09-30 16:00:00,165.8,166.39,165.3,165.83,3203660,2
2021-09-30 17:00:00,165.83,166.11,164.96,165.02,2171700,1
2021-09-30 18:00:00,165.0,165.69,164.5,164.82,2317700,5
2021-09-30 19:00:00,164.73,164.87,163.69,164.52,3723600,0
2021-09-30 20:00:00,164.52,165.0,164.29,164.98,1766520,3
2021-09-30 21:00:00,165.03,165.67,164.98,165.28,1864000,3
2021-09-30 22:00:00,165.26,165.56,164.22,164.25,4384700,-1
2021-09-30 23:00:00,164.25,164.33,164.22,164.26,5477140,12
2021-10-01 16:00:00,164.45,165.45,163.84,164.19,3509220,8
2021-10-01 17:00:00,164.2,164.42,162.79,163.52,3778540,4
2021-10-01 18:00:00,163.49,164.28,163.14,163.83,2282700,3
2021-10-01 19:00:00,163.87,163.93,163.07,163.31,2247340,-2
2021-10-01 20:00:00,163.4,164.11,163.26,163.62,1527520,2
2021-10-01 21:00:00,163.62,164.23,163.28,164.04,2633880,1
2021-10-01 22:00:00,164.04,164.51,163.83,164.13,4639140,1
2021-10-01 23:00:00,164.13,164.16,164.05,164.16,3072920,-2
2021-10-04 16:00:00,163.96,163.99,161.19,161.67,5001860,-2
2021-10-04 17:00:00,161.57,161.62,159.02,159.94,8383240,6
2021-10-04 18:00:00,159.93,160.52,159.11,160.42,4156240,-2
2021-10-04 19:00:00,160.38,160.44,159.12,159.35,3259080,3
2021-10-04 20:00:00,159.35,159.81,159.05,159.16,2760580,-3
2021-10-04 21:00:00,159.14,160.05,159.14,159.82,2341960,-6
2021-10-04 22:00:00,159.82,160.59,158.81,159.58,8460880,-2
2021-10-04 23:00:00,159.48,159.48,159.48,159.48,5289060,-4
2021-10-05 16:00:00,160.22,161.65,160.12,161.49,4968000,-6
2021-10-05 17:00:00,161.53,162.65,161.46,162.49,5241500,-5
2021-10-05 18:00:00,162.52,162.89,162.27,162.6,2635400,6
2021-10-05 19:00:00,162.62,163.01,162.33,162.51,2236280,1
2021-10-05 20:00:00,162.47,162.9,162.2,162.75,1119620,0
2021-10-05 21:00:00,162.81,163.03,162.32,162.42,1824260,-2
2021-10-05 22:00:00,162.4,162.68,160.9,161.04,4976860,0
2021-10-05 23:00:00,161.05,161.05,161.05,161.05,2875040,0
2021-10-06 16:00:00,160.67,161.95,160.09,160.66,3507240,-7
2021-10-06 17:00:00,160.55,162.58,159.93,162.28,4045180,-2
2021-10-06 18:00:00,162.26,162.41,161.42,162.24,1592920,4
2021-10-06 19:00:00,162.24,162.31,161.46,161.77,860160,1
2021-10-06 20:00:00,161.8,162.84,161.36,162.66,1988840,5
2021-10-06 21:00:00,162.69,163.17,162.41,162.47,1953380,4
2021-10-06 22:00:00,162.48,163.21,162.41,163.16,3101440,-2
2021-10-06 23:00:00,163.1,163.1,163.1,163.1,2929560,3
2021-10-07 16:00:00,164.57,165.84,164.15,165.69,4861940,5
2021-10-07 17:00:00,165.74,166.13,165.62,165.95,2755880,-2
2021-10-07 18:00:00,165.97,166.02,165.6,165.95,1308900,3
2021-10-07 19:00:00,165.94,166.05,165.78,166.03,876600,-4
2021-10-07 20:00:00,166.02,166.28,165.85,166.04,1139940,4
2021-10-07 21:00:00,166.0,166.09,165.33,165.45,1974920,-1
2021-10-07 22:00:00,165.41,165.78,165.01,165.02,2877100,4
2021-10-07 23:00:00,165.12,165.12,165.12,165.12,2300000,2
2021-10-08 16:00:00,165.85,166.07,165.1,165.5,2829280,0
2021-10-08 17:00:00,165.53,166.04,164.92,165.12,2021400,0
2021-10-08 18:00:00,165.1,165.47,164.75,164.88,1649680,4
2021-10-08 19:00:00,164.9,165.42,164.87,165.1,1182020,-3
2021-10-08 20:00:00,165.07,165.21,164.66,165.05,1117800,4
2021-10-08 21:00:00,165.07,165.42,164.95,165.18,1072360,1
2021-10-08 22:00:00,165.14,165.18,164.41,164.43,2366360,-3
2021-10-08 23:00:00,164.52,164.52,164.43,164.43,3903600,-1
2021-10-11 16:00:00,163.75,164.45,163.15,164.14,2268500,3
2021-10-11 17:00:00,164.19,164.62,163.61,163.61,1892860,0
2021-10-11 18:00:00,163.63,164.14,163.62,163.95,976660,0
2021-10-11 19:00:00,163.97,163.97,163.13,163.34,1362100,1
2021-10-11 20:00:00,163.3,163.3,161.9,162.19,2707500,-2
2021-10-11 21:00:00,162.15,162.96,162.04,162.9,2056700,0
2021-10-11 22:00:00,162.92,163.25,162.25,162.25,3114640,3
2021-10-11 23:00:00,162.31,162.31,162.31,162.31,2050780,-2
2021-10-12 16:00:00,162.85,163.37,161.95,162.12,2510280,0
2021-10-12 17:00:00,162.1,163.13,161.81,161.85,2280900,9
2021-10-12 18:00:00,161.94,162.63,161.94,162.63,1283660,5
2021-10-12 19:00:00,162.64,162.9,162.28,162.44,1637460,-1
2021-10-12 20:00:00,162.44,162.9,162.29,162.73,1030400,2
2021-10-12 21:00:00,162.7,163.05,162.57,162.69,1642300,-2
2021-10-12 22:00:00,162.73,162.73,162.1,162.36,2748700,-2
2021-10-12 23:00:00,162.36,162.36,162.36,162.36,2922620,1
2021-10-13 16:00:00,163.48,163.99,163.05,163.53,2580300,0
2021-10-13 17:00:00,163.63,163.93,163.06,163.71,2179380,1
2021-10-13 18:00:00,163.75,163.87,163.05,163.64,1995760,6
2021-10-13 19:00:00,163.68,163.79,163.37,163.52,939300,2
2021-10-13 20:00:00,163.47,164.03,163.47,163.88,1186640,6
2021-10-13 21:00:00,163.87,164.41,163.76,163.96,2207120,-6
2021-10-13 22:00:00,164.0,164.35,163.92,164.25,3168660,-1
2021-10-13 23:00:00,164.21,164.21,164.21,164.21,5759760,0
2021-10-14 16:00:00,165.12,165.48,164.53,165.4,3911080,-1
2021-10-14 17:00:00,165.4,165.63,164.98,165.25,2071080,3
2021-10-14 18:00:00,165.25,165.44,165.02,165.31,1544900,2
2021-10-14 19:00:00,165.28,165.6,165.25,165.5,1054480,3
2021-10-14 20:00:00,165.49,165.49,165.14,165.3,986960,-1
2021-10-14 21:00:00,165.29,165.3,164.91,164.99,1044800,2
2021-10-14 22:00:00,164.97,165.16,164.76,164.92,2014540,5
2021-10-14 23:00:00,164.99,164.99,164.99,164.99,2768880,6
2021-10-15 16:00:00,165.57,165.63,165.2,165.48,3825940,0
2021-10-15 17:00:00,165.52,168.48,165.3,168.47,8494980,6
2021-10-15 18:00:00,168.51,169.63,168.35,168.88,8565660,2
2021-10-15 19:00:00,168.9,169.35,168.81,169.33,2955640,-4
2021-10-15 20:00:00,169.37,169.53,168.98,169.25,2998100,4
2021-10-15 21:00:00,169.29,169.82,169.26,169.79,3872800,3
2021-10-15 22:00:00,169.8,170.52,169.55,170.49,7462940,-3
2021-10-15 23:00:00,170.49,170.49,170.45,170.45,3528900,-3
2021-10-18 16:00:00,169.41,171.77,169.25,171.0,7961900,-1
2021-10-18 17:00:00,171.12,171.49,169.9,170.19,4996580,-2
2021-10-18 18:00:00,170.22,171.1,170.15,170.99,2448940,0
2021-10-18 19:00:00,170.95,171.48,170.56,171.42,1686940,9
