datetime,open,high,low,close,volume,sentiment
2021-09-29 16:00:00,142.47,144.26,142.03,143.96,11156199,0
2021-09-29 17:00:00,143.96,144.45,143.59,144.19,11034654,0
2021-09-29 18:00:00,144.2,144.25,142.96,143.42,6388247,0
2021-09-29 19:00:00,143.43,143.64,142.89,143.41,5936025,0
2021-09-29 20:00:00,143.41,143.5,142.54,143.16,5603052,0
2021-09-29 21:00:00,143.15,144.06,143.07,143.94,6034713,0
2021-09-29 22:00:00,143.94,144.01,142.51,142.87,9577815,0
2021-09-29 23:00:00,142.87,142.87,142.83,142.83,4700808,0
2021-09-30 16:00:00,143.66,144.38,143.21,143.35,8419555,2
2021-09-30 17:00:00,143.36,143.46,142.5,142.63,10060713,1
2021-09-30 18:00:00,142.62,143.11,141.9,142.11,9750306,5
2021-09-30 19:00:00,142.12,142.17,141.28,141.78,9894057,0
2021-09-30 20:00:00,141.78,142.29,141.66,142.27,6827026,3
2021-09-30 21:00:00,142.27,143.0,142.23,142.45,7167366,3
2021-09-30 22:00:00,142.45,143.06,141.33,141.35,16678319,-1
2021-09-30 23:00:00,141.35,141.5,141.3,141.5,8151773,12
2021-10-01 16:00:00,141.9,142.04,140.24,140.53,10859736,8
2021-10-01 17:00:00,140.53,140.69,139.11,140.06,15952053,4
2021-10-01 18:00:00,140.06,140.42,139.57,140.31,10365235,3
2021-10-01 19:00:00,140.32,140.81,140.07,140.42,6889757,-2
2021-10-01 20:00:00,140.44,141.55,140.3,141.35,6396793,2
2021-10-01 21:00:00,141.36,142.18,141.29,142.06,7515758,1
2021-10-01 22:00:00,142.05,142.92,141.9,142.75,13753377,1
2021-10-01 23:00:00,142.72,142.87,142.42,142.65,7338851,-2
2021-10-04 16:00:00,141.76,142.21,140.24,140.75,9304450,-2
2021-10-04 17:00:00,140.74,140.88,138.84,139.11,14584519,6
2021-10-04 18:00:00,139.11,139.5,138.63,139.24,9665945,-2
2021-10-04 19:00:00,139.23,139.25,138.31,138.52,9018958,3
2021-10-04 20:00:00,138.52,138.98,138.27,138.55,7468578,-3
2021-10-04 21:00:00,138.56,139.22,138.53,138.95,8822965,-6
2021-10-04 22:00:00,138.95,139.32,138.47,139.18,15328233,-2
2021-10-04 23:00:00,139.18,139.19,139.14,139.14,8388529,-4
2021-10-05 16:00:00,139.49,140.4,139.36,139.82,9352834,-6
2021-10-05 17:00:00,139.82,140.57,139.58,140.54,11597607,-5
2021-10-05 18:00:00,140.54,141.55,140.49,141.54,11190268,6
2021-10-05 19:00:00,141.53,142.01,141.33,141.94,8246606,1
2021-10-05 20:00:00,141.95,142.12,141.59,142.0,5918622,0
2021-10-05 21:00:00,141.99,142.24,141.87,142.0,5278994,-2
2021-10-05 22:00:00,142.0,142.12,140.91,141.11,10481708,0
2021-10-05 23:00:00,141.11,141.11,141.09,141.11,5788845,0
2021-10-06 16:00:00,139.47,140.18,138.96,139.12,11472715,-7
2021-10-06 17:00:00,139.12,140.68,138.37,140.3,14457198,-2
2021-10-06 18:00:00,140.29,140.46,139.59,140.39,8056423,4
2021-10-06 19:00:00,140.39,140.42,139.72,139.85,6844211,1
2021-10-06 20:00:00,139.85,140.92,139.56,140.91,8247451,5
2021-10-06 21:00:00,140.91,141.66,140.72,141.17,7092656,4
2021-10-06 22:00:00,141.15,142.15,141.09,141.99,9810300,-2
2021-10-06 23:00:00,141.99,142.0,141.97,142.0,4659348,3
2021-10-07 16:00:00,143.06,143.85,142.72,143.84,9902952,5
2021-10-07 17:00:00,143.85,144.22,143.78,144.0,9924925,-2
2021-10-07 18:00:00,144.01,144.15,143.55,144.12,6129064,3
2021-10-07 19:00:00,144.12,144.14,143.63,144.05,4813965,-4
2021-10-07 20:00:00,144.04,144.17,143.91,143.94,4471410,4
2021-10-07 21:00:00,143.95,144.0,143.43,143.54,4956555,-1
2021-10-07 22:00:00,143.55,143.84,143.0,143.29,8700030,4
2021-10-07 23:00:00,143.28,143.29,143.28,143.29,3857293,2
2021-10-08 16:00:00,144.03,144.18,143.06,143.2,7352749,0
2021-10-08 17:00:00,143.18,143.96,143.07,143.29,8430945,0
2021-10-08 18:00:00,143.29,143.49,142.95,143.01,5621170,4
2021-10-08 19:00:00,143.02,143.25,142.8,142.97,4846822,-3
2021-10-08 20:00:00,142.98,143.06,142.56,142.87,4608237,4
2021-10-08 21:00:00,142.87,143.4,142.83,143.07,4729882,1
2021-10-08 22:00:00,143.06,143.34,142.78,143.01,7669147,-3
2021-10-08 23:00:00,143.01,143.02,142.9,142.9,4971227,-1
2021-10-11 16:00:00,142.27,144.0,141.81,143.93,8451706,3
2021-10-11 17:00:00,143.93,144.81,143.93,144.45,9603856,0
2021-10-11 18:00:00,144.45,144.7,144.34,144.43,5365753,0
2021-10-11 19:00:00,144.43,144.46,143.86,144.07,5108234,1
2021-10-11 20:00:00,144.06,144.06,143.38,143.59,5287046,-2
2021-10-11 21:00:00,143.58,143.84,143.23,143.41,4637066,0
2021-10-11 22:00:00,143.41,143.53,142.75,142.8,7598118,3
2021-10-11 23:00:00,142.81,142.81,142.8,142.81,5348086,-2
2021-10-12 16:00:00,143.23,143.25,141.89,141.89,8540936,0
2021-10-12 17:00:00,141.89,142.29,141.42,141.53,9442731,9
2021-10-12 18:00:00,141.53,142.31,141.53,142.3,6016845,5
2021-10-12 19:00:00,142.3,142.98,141.8,141.85,7806258,-1
2021-10-12 20:00:00,141.85,142.11,141.63,141.9,4192165,2
2021-10-12 21:00:00,141.89,142.48,141.8,141.96,4527510,-2
2021-10-12 22:00:00,141.97,142.01,141.04,141.45,10320998,-2
2021-10-12 23:00:00,141.45,141.51,141.44,141.51,7370353,1
2021-10-13 16:00:00,141.24,141.4,139.56,139.73,11790709,0
2021-10-13 17:00:00,139.72,140.18,139.5,139.81,10235506,1
2021-10-13 18:00:00,139.8,140.14,139.2,140.12,9250337,6
2021-10-13 19:00:00,140.13,140.15,139.8,140.02,5049932,2
2021-10-13 20:00:00,140.02,140.68,140.0,140.44,5734878,6
2021-10-13 21:00:00,140.45,140.99,140.19,140.38,7093589,-6
2021-10-13 22:00:00,140.37,141.03,140.27,140.96,9464854,-1
2021-10-13 23:00:00,140.94,140.96,140.91,140.91,5916680,0
2021-10-14 16:00:00,142.11,142.87,141.51,142.78,9608463,-1
2021-10-14 17:00:00,142.77,143.29,142.7,142.86,9804582,3
2021-10-14 18:00:00,142.86,143.22,142.64,143.19,6636559,2
2021-10-14 19:00:00,143.19,143.61,143.17,143.52,5630962,3
2021-10-14 20:00:00,143.52,143.64,143.33,143.6,4316790,-1
2021-10-14 21:00:00,143.59,143.88,143.45,143.85,4548934,2
2021-10-14 22:00:00,143.85,143.86,143.34,143.73,9865062,5
2021-10-14 23:00:00,143.67,143.76,143.67,143.76,5803542,6
2021-10-15 16:00:00,143.77,144.69,143.51,144.34,11089608,0
2021-10-15 17:00:00,144.33,144.39,143.8,144.37,8732893,6
2021-10-15 18:00:00,144.37,144.44,143.66,143.74,6251503,2
2021-10-15 19:00:00,143.73,144.27,143.67,144.23,4725453,-4
2021-10-15 20:00:00,144.22,144.52,144.04,144.42,4624736,4
2021-10-15 21:00:00,144.41,144.67,144.36,144.64,4783321,3
2021-10-15 22:00:00,144.64,144.9,144.28,144.84,10266322,-3
2021-10-15 23:00:00,144.84,144.84,144.83,144.84,5234842,-3
2021-10-18 16:00:00,143.45,144.46,143.16,144.32,10839445,-1
2021-10-18 17:00:00,144.32,144.88,144.17,144.83,9626400,-2
2021-10-18 18:00:00,144.83,145.52,144.83,145.39,8618381,0
2021-10-18 19:00:00,145.4,145.48,145.07,145.22,4551001,9
2021-10-18 20:00:00,145.23,146.06,144.96,145.89,10026589,-1
2021-10-18 21:00:00,145.89,146.39,145.71,146.32,5902593,1
2021-10-18 22:00:00,146.32,146.84,146.24,146.55,11386627,0
2021-10-18 23:00:00,146.54,146.55,146.54,146.55,6997291,2
2021-10-19 16:00:00,147.01,147.89,146.55,147.78,11923577,0
2021-10-19 17:00:00,147.78,149.04,147.64,148.93,14573294,0
2021-10-19 18:00:00,148.92,149.17,148.22,148.52,9481266,-5
2021-10-19 19:00:00,148.52,148.92,148.37,148.87,6170521,1
2021-10-19 20:00:00,148.88,149.05,148.72,148.85,4756234,1
2021-10-19 21:00:00,148.85,148.88,148.34,148.67,4932986,-5
2021-10-19 22:00:00,148.68,148.84,148.26,148.79,8513125,-2
2021-10-19 23:00:00,148.78,148.79,148.76,148.76,3144110,0
2021-10-20 16:00:00,148.7,149.75,148.7,148.99,10508316,3
2021-10-20 17:00:00,149.0,149.49,148.7,149.23,8719777,-3
2021-10-20 18:00:00,149.23,149.74,149.07,149.67,6469729,-2
2021-10-20 19:00:00,149.68,149.7,149.03,149.2,4400917,1
2021-10-20 20:00:00,149.19,149.26,148.12,148.48,6269536,3
2021-10-20 21:00:00,148.49,148.86,148.44,148.81,3581660,6
2021-10-20 22:00:00,148.82,149.42,148.75,149.34,7909867,11
2021-10-20 23:00:00,149.35,149.35,149.26,149.26,3187601,-8
2021-10-21 16:00:00,148.81,149.6,148.78,149.37,6771606,6
2021-10-21 17:00:00,149.36,149.62,149.09,149.31,6466749,2
2021-10-21 18:00:00,149.32,149.52,149.1,149.27,4803664,2
2021-10-21 19:00:00,149.28,149.41,147.87,148.57,10643339,-1
2021-10-21 20:00:00,148.57,148.6,148.37,148.46,2830306,-1
2021-10-21 21:00:00,148.46,149.1,148.37,149.03,4195331,0
2021-10-21 22:00:00,149.04,149.64,149.04,149.45,8234721,3
2021-10-21 23:00:00,149.45,149.48,149.44,149.48,3186520,0
2021-10-22 16:00:00,149.69,150.18,148.85,149.87,9057172,-3
2021-10-22 17:00:00,149.87,150.17,149.32,149.54,7864058,2
2021-10-22 18:00:00,149.54,149.65,148.64,148.95,7213919,1
2021-10-22 19:00:00,148.95,149.48,148.78,149.11,4926550,7
2021-10-22 20:00:00,149.11,149.3,148.9,148.93,3995104,-5
2021-10-22 21:00:00,148.94,149.67,148.89,149.11,4607314,11
2021-10-22 22:00:00,149.11,149.18,148.64,148.69,7908914,1
2021-10-22 23:00:00,148.68,148.69,148.68,148.69,3030146,2
2021-10-25 16:00:00,148.68,149.37,147.92,148.35,7720012,15
2021-10-25 17:00:00,148.35,148.44,147.62,148.08,6194474,4
2021-10-25 18:00:00,148.08,148.52,147.83,148.52,5244938,17
2021-10-25 19:00:00,148.52,149.08,148.48,148.97,5114015,6
2021-10-25 20:00:00,148.97,149.08,148.71,148.79,3006298,20
2021-10-25 21:00:00,148.8,148.96,148.63,148.69,3474323,2
2021-10-25 22:00:00,148.7,148.78,148.42,148.65,6029112,4
2021-10-25 23:00:00,148.65,148.65,148.64,148.64,3995373,7
2021-10-26 16:00:00,149.33,150.84,149.16,149.63,9605736,-5
2021-10-26 17:00:00,149.63,149.89,149.01,149.38,8148387,2
2021-10-26 18:00:00,149.38,150.05,149.38,149.61,7500286,-3
2021-10-26 19:00:00,149.61,149.86,149.2,149.46,5872791,-2
2021-10-26 20:00:00,149.46,149.9,149.29,149.62,4366591,4
2021-10-26 21:00:00,149.62,149.71,149.11,149.36,4098407,10
2021-10-26 22:00:00,149.37,149.84,149.25,149.26,7053329,6
2021-10-26 23:00:00,149.26,149.32,149.26,149.32,3699422,0
2021-10-27 16:00:00,149.36,149.69,148.49,149.39,7376593,3
2021-10-27 17:00:00,149.39,149.41,148.49,148.8,7210199,0
2021-10-27 18:00:00,148.8,149.51,148.7,149.19,5036863,2
2021-10-27 19:00:00,149.18,149.51,149.15,149.43,3537504,0
2021-10-27 20:00:00,149.43,149.72,149.4,149.59,3903536,-4
2021-10-27 21:00:00,149.59,149.73,149.45,149.47,3937585,0
2021-10-27 22:00:00,149.47,149.55,148.84,148.86,7557455,-2
2021-10-27 23:00:00,148.86,148.86,148.8,148.85,6905765,3
2021-10-28 16:00:00,149.82,152.11,149.72,152.07,14489436,3
2021-10-28 17:00:00,152.07,152.92,151.7,152.55,14251318,2
2021-10-28 18:00:00,152.55,153.17,152.32,152.64,10329616,14
2021-10-28 19:00:00,152.63,152.84,151.97,152.2,7408372,-2
2021-10-28 20:00:00,152.2,152.7,152.15,152.49,5273622,-14
2021-10-28 21:00:00,152.5,152.89,152.46,152.62,5916019,-2
2021-10-28 22:00:00,152.62,152.69,152.17,152.52,11954819,8
2021-10-28 23:00:00,152.48,152.57,152.48,152.57,6739784,5
2021-10-29 16:00:00,147.22,148.7,146.41,147.11,22328764,0
2021-10-29 17:00:00,147.12,147.82,146.91,147.26,15596745,8
2021-10-29 18:00:00,147.26,148.64,147.02,148.32,11257228,-1
2021-10-29 19:00:00,148.32,149.51,148.29,149.38,12576042,-5
2021-10-29 20:00:00,149.38,149.5,148.61,148.69,6812646,12
2021-10-29 21:00:00,148.69,149.31,148.54,149.15,7478202,-1
2021-10-29 22:00:00,149.16,149.94,148.98,149.77,14599467,4
2021-10-29 23:00:00,149.78,149.84,149.75,149.81,8096849,7
2021-11-01 16:00:00,148.99,149.7,148.08,148.24,10230987,-4
